ORDERNUMBER,QUANTITYORDERED,PRICEEACH,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,STATE,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME
10291,48,100,5398.1,9/8/2004 0:00  ,Shipped   ,3,9,2004,Trucks and B,S24_2300,Scandinavian Gift Ideas       ,0695-34 6555    ,?kergatan 24                            ,Br„cke        ,,S-844 67,Sweden       ,Larsson   ,Maria    
10305,24,100,3189.6,10/13/2004 0:00,Shipped   ,4,10,2004,Trucks and B,S24_2300,Marta's Replicas Co.          ,6175558555      ,39323 Spinnaker Dr.                     ,Cambridge     ,MA        ,51247   ,USA          ,Hernandez ,Marta    
10313,42,100,5581.8,10/22/2004 0:00,Shipped   ,4,10,2004,Trucks and B,S24_2300,Canadian Gift Exchange Network,(604) 555-3392  ,1900 Oak St.                            ,Vancouver     ,BC        ,V3F 2K1 ,Canada       ,Tannamuri ,Yoshi    
10324,31,100,3820.4,11/5/2004 0:00 ,Shipped   ,4,11,2004,Trucks and B,S24_2300,Vitachrome Inc.               ,2125551500      ,2678 Kingston Rd.                       ,NYC           ,NY        ,10022   ,USA          ,Frick     ,Michael  
10334,42,100,5528,11/19/2004 0:00,On Hold   ,4,11,2004,Trucks and B,S24_2300,"Volvo Model Replicas, Co      ",0921-12 3555    ,Berguvsv„gen  8                         ,Lule†         ,,S-958 22,Sweden       ,Berglund  ,Christina
10348,37,100,5981.4,11/1/2004 0:00 ,Shipped   ,4,11,2004,Trucks and B,S24_2300,"Corrida Auto Replicas, Ltd    ",(91) 555 22 82  ,"C/ Araquil, 67                          ",Madrid        ,,28023   ,Spain        ,Sommer    ,Mart¡n   
10358,41,100,5684.6,12/10/2004 0:00,Shipped   ,4,12,2004,Trucks and B,S24_2300,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10371,20,100,3449.4,1/23/2005 0:00 ,Shipped   ,1,1,2005,Trucks and B,S24_2300,Mini Gifts Distributors Ltd.  ,4155551450      ,5677 Strong St.                         ,San Rafael    ,CA        ,97562   ,USA          ,Nelson    ,Valarie  
10382,20,100,2654.4,2/17/2005 0:00 ,Shipped   ,1,2,2005,Trucks and B,S24_2300,Mini Gifts Distributors Ltd.  ,4155551450      ,5677 Strong St.                         ,San Rafael    ,CA        ,97562   ,USA          ,Nelson    ,Valarie  
10412,70,100,8498,5/3/2005 0:00  ,Shipped   ,2,5,2005,Trucks and B,S24_2300,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10425,49,100,5510.5,5/31/2005 0:00 ,In Process,2,5,2005,Trucks and B,S24_2300,La Rochelle Gifts             ,40.67.8555      ,"67, rue des Cinquante Otages            ",Nantes        ,,44000   ,France       ,Labrune   ,Janine   
10108,35,58.9,2060.4,3/3/2003 0:00  ,Shipped   ,1,3,2003,Motorcycles ,S24_2360,Cruz & Sons Co.               ,+63 2 555 3587  ,15 McCallum Street - NatWest Center #13-,Makati City   ,,1227 MM ,Philippines  ,Cruz      ,Arnold   
10121,32,76.9,2460.2,5/7/2003 0:00  ,Shipped   ,2,5,2003,Motorcycles ,S24_2360,Reims Collectables            ,26.47.1555      ,59 rue de l'Abbaye                      ,Reims         ,,51100   ,France       ,Henriot   ,Paul     
10135,29,61.6,1787.6,7/2/2003 0:00  ,Shipped   ,3,7,2003,Motorcycles ,S24_2360,Mini Gifts Distributors Ltd.  ,4155551450      ,5677 Strong St.                         ,San Rafael    ,CA        ,97562   ,USA          ,Nelson    ,Valarie  
10145,27,61,1645.7,8/25/2003 0:00 ,Shipped   ,3,8,2003,Motorcycles ,S24_2360,Toys4GrownUps.com             ,6265557265      ,78934 Hillside Dr.                      ,Pasadena      ,CA        ,90003   ,USA          ,Young     ,Julie    
10159,27,80.3,2169.2,10/10/2003 0:00,Shipped   ,4,10,2003,Motorcycles ,S24_2360,Corporate Gift Ideas Co.      ,6505551386      ,7734 Strong St.                         ,San Francisco ,CA        ,,USA          ,Brown     ,Julie    
10169,38,74.1,2816.2,11/4/2003 0:00 ,Shipped   ,4,11,2003,Motorcycles ,S24_2360,"Anna's Decorations, Ltd       ",02 9936 8555    ,201 Miller Street                       ,North Sydney  ,NSW       ,2060    ,Australia    ,O'Hara    ,Anna     
10180,35,72,2521.1,11/11/2003 0:00,Shipped   ,4,11,2003,Motorcycles ,S24_2360,Daedalus Designs Imports      ,20.16.1555      ,"184, chauss‚e de Tournai                ",Lille         ,,59000   ,France       ,Ranc‚     ,Martine  
10190,42,76.2,3200,11/19/2003 0:00,Shipped   ,4,11,2003,Motorcycles ,S24_2360,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10211,21,63.7,1338.1,1/15/2004 0:00 ,Shipped   ,1,1,2004,Motorcycles ,S24_2360,Auto Canal+ Petit             ,(1) 47.55.6555  ,"25, rue Lauriston                       ",Paris         ,,75016   ,France       ,Perrier   ,Dominique
10224,37,80.3,2972.6,2/21/2004 0:00 ,Shipped   ,1,2,2004,Motorcycles ,S24_2360,Daedalus Designs Imports      ,20.16.1555      ,"184, chauss‚e de Tournai                ",Lille         ,,59000   ,France       ,Ranc‚     ,Martine  
10237,26,79.7,2070.9,4/5/2004 0:00  ,Shipped   ,2,4,2004,Motorcycles ,S24_2360,Vitachrome Inc.               ,2125551500      ,2678 Kingston Rd.                       ,NYC           ,NY        ,10022   ,USA          ,Frick     ,Michael  
10252,47,65.8,3092.6,5/26/2004 0:00 ,Shipped   ,2,5,2004,Motorcycles ,S24_2360,Auto Canal+ Petit             ,(1) 47.55.6555  ,"25, rue Lauriston                       ",Paris         ,,75016   ,France       ,Perrier   ,Dominique
10264,37,65.1,2408.7,6/30/2004 0:00 ,Shipped   ,2,6,2004,Motorcycles ,S24_2360,Gifts4AllAges.com             ,6175559555      ,8616 Spinnaker Dr.                      ,Boston        ,MA        ,51003   ,USA          ,Yoshido   ,Juri     
10276,46,75.5,3472.5,8/2/2004 0:00  ,Shipped   ,3,8,2004,Motorcycles ,S24_2360,Online Mini Collectables      ,6175557555      ,7635 Spinnaker Dr.                      ,Brickhaven    ,MA        ,58339   ,USA          ,Barajas   ,Miguel   
10285,38,59.6,2263.3,8/27/2004 0:00 ,Shipped   ,3,8,2004,Motorcycles ,S24_2360,Marta's Replicas Co.          ,6175558555      ,39323 Spinnaker Dr.                     ,Cambridge     ,MA        ,51247   ,USA          ,Hernandez ,Marta    
10299,33,66.5,2194.2,9/30/2004 0:00 ,Shipped   ,3,9,2004,Motorcycles ,S24_2360,"Toys of Finland, Co.          ",90-224 8555     ,Keskuskatu 45                           ,Helsinki      ,,21240   ,Finland      ,Karttunen ,Matti    
10309,24,56.1,1346.4,10/15/2004 0:00,Shipped   ,4,10,2004,Motorcycles ,S24_2360,Baane Mini Imports            ,07-98 9555      ,Erling Skakkes gate 78                  ,Stavern       ,,4110    ,Norway       ,Bergulfsen,Jonas    
10319,31,81.7,2533.6,11/3/2004 0:00 ,Shipped   ,4,11,2004,Motorcycles ,S24_2360,Microscale Inc.               ,2125551957      ,5290 North Pendale Street               ,NYC           ,NY        ,10022   ,USA          ,Kuo       ,Kee      
10330,42,81,3403.3,11/16/2004 0:00,Shipped   ,4,11,2004,Motorcycles ,S24_2360,Cruz & Sons Co.               ,+63 2 555 3587  ,15 McCallum Street - NatWest Center #13-,Makati City   ,,1227 MM ,Philippines  ,Cruz      ,Arnold   
10341,32,100,3307.2,11/24/2004 0:00,Shipped   ,4,11,2004,Motorcycles ,S24_2360,Salzburg Collectables         ,6562-9555       ,Geislweg 14                             ,Salzburg      ,,5020    ,Austria      ,Pipps     ,Georg    
10355,41,70.7,2896.7,12/7/2004 0:00 ,Shipped   ,4,12,2004,Motorcycles ,S24_2360,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10363,43,61.2,2632.9,1/6/2005 0:00  ,Shipped   ,1,1,2005,Motorcycles ,S24_2360,Suominen Souveniers           ,+358 9 8045 555 ,"Software Engineering Center, SEC Oy     ",Espoo         ,,FIN-0227,Finland      ,Suominen  ,Kalle    
10375,20,100,2046,2/3/2005 0:00  ,Shipped   ,1,2,2005,Motorcycles ,S24_2360,La Rochelle Gifts             ,40.67.8555      ,"67, rue des Cinquante Otages            ",Nantes        ,,44000   ,France       ,Labrune   ,Janine   
10390,35,65.1,2279.6,3/4/2005 0:00  ,Shipped   ,1,3,2005,Motorcycles ,S24_2360,Mini Gifts Distributors Ltd.  ,4155551450      ,5677 Strong St.                         ,San Rafael    ,CA        ,97562   ,USA          ,Nelson    ,Valarie  
10403,27,79.7,2150.6,4/8/2005 0:00  ,Shipped   ,2,4,2005,Motorcycles ,S24_2360,"UK Collectables, Ltd.         ",(171) 555-2282  ,Berkeley Gardens 12  Brewery            ,Liverpool     ,,WX1 6LT ,UK           ,Devon     ,Elizabeth
10110,43,78.2,3360.4,3/18/2003 0:00 ,Shipped   ,1,3,2003,Classic Cars,S24_2766,"AV Stores, Co.                ",(171) 555-1555  ,Fauntleroy Circus                       ,Manchester    ,,EC2 5NT ,UK           ,Ashworth  ,Victoria 
10124,32,72.7,2326.4,5/21/2003 0:00 ,Shipped   ,2,5,2003,Classic Cars,S24_2766,Signal Gift Stores            ,7025551838      ,8489 Strong St.                         ,Las Vegas     ,NV        ,83030   ,USA          ,King      ,Sue      
10148,21,73.6,1545.6,9/11/2003 0:00 ,Shipped   ,3,9,2003,Classic Cars,S24_2766,"Anna's Decorations, Ltd       ",02 9936 8555    ,201 Miller Street                       ,North Sydney  ,NSW       ,2060    ,Australia    ,O'Hara    ,Anna     
10161,20,100,2144.6,10/17/2003 0:00,Shipped   ,4,10,2003,Classic Cars,S24_2766,Heintze Collectables          ,86 21 3555      ,Smagsloget 45                           ,?rhus         ,,8200    ,Denmark      ,Ibsen     ,Palle    
10172,22,74.5,1639.2,11/5/2003 0:00 ,Shipped   ,4,11,2003,Classic Cars,S24_2766,Gift Depot Inc.               ,2035552570      ,25593 South Bay Ln.                     ,Bridgewater   ,CT        ,97562   ,USA          ,King      ,Julie    
10182,36,73.6,2649.6,11/12/2003 0:00,Shipped   ,4,11,2003,Classic Cars,S24_2766,Mini Gifts Distributors Ltd.  ,4155551450      ,5677 Strong St.                         ,San Rafael    ,CA        ,97562   ,USA          ,Nelson    ,Valarie  
10192,46,83.6,3845.6,11/20/2003 0:00,Shipped   ,4,11,2003,Classic Cars,S24_2766,Online Diecast Creations Co.  ,6035558647      ,2304 Long Airport Avenue                ,Nashua        ,NH        ,62005   ,USA          ,Young     ,Valarie  
10204,47,96.3,4527,12/2/2003 0:00 ,Shipped   ,4,12,2003,Classic Cars,S24_2766,Muscle Machine Inc            ,2125557413      ,4092 Furth Circle                       ,NYC           ,NY        ,10022   ,USA          ,Young     ,Jeff     
10212,45,88.1,3966.3,1/16/2004 0:00 ,Shipped   ,1,1,2004,Classic Cars,S24_2766,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10227,47,88.1,4142.6,3/2/2004 0:00  ,Shipped   ,1,3,2004,Classic Cars,S24_2766,"Saveley & Henriot, Co.        ",78.32.5555      ,"2, rue du Commerce                      ",Lyon          ,,69004   ,France       ,Saveley   ,Mary     
10241,47,94.5,4441.5,4/13/2004 0:00 ,Shipped   ,2,4,2004,Classic Cars,S24_2766,Mini Caravy                   ,88.60.1555      ,"24, place Kl‚ber                        ",Strasbourg    ,,67000   ,France       ,Citeaux   ,Fr�d�riqu
10267,38,87.2,3315.1,7/7/2004 0:00  ,Shipped   ,3,7,2004,Classic Cars,S24_2766,Muscle Machine Inc            ,2125557413      ,4092 Furth Circle                       ,NYC           ,NY        ,10022   ,USA          ,Young     ,Jeff     
10279,49,80,3918.5,8/9/2004 0:00  ,Shipped   ,3,8,2004,Classic Cars,S24_2766,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10288,35,80.9,2830.4,9/1/2004 0:00  ,Shipped   ,3,9,2004,Classic Cars,S24_2766,Handji Gifts& Co              ,+65 224 1555    ,Village Close - 106 Linden Road Sandown ,Singapore     ,,069045  ,Singapore    ,Victorino ,Wendy    
10302,49,100,5298.9,10/6/2003 0:00 ,Shipped   ,4,10,2003,Classic Cars,S24_2766,"UK Collectables, Ltd.         ",(171) 555-2282  ,Berkeley Gardens 12  Brewery            ,Liverpool     ,,WX1 6LT ,UK           ,Devon     ,Elizabeth
10311,28,93.6,2620.8,10/16/2004 0:00,Shipped   ,4,10,2004,Classic Cars,S24_2766,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10321,30,72.7,2181,11/4/2004 0:00 ,Shipped   ,4,11,2004,Classic Cars,S24_2766,FunGiftIdeas.com              ,5085552555      ,1785 First Street                       ,New Bedford   ,MA        ,50553   ,USA          ,Benitez   ,Violeta  
10332,39,86.7,3382.1,11/17/2004 0:00,Shipped   ,4,11,2004,Classic Cars,S24_2766,"AV Stores, Co.                ",(171) 555-1555  ,Fauntleroy Circus                       ,Manchester    ,,EC2 5NT ,UK           ,Ashworth  ,Victoria 
10346,25,100,2876.8,11/29/2004 0:00,Shipped   ,4,11,2004,Classic Cars,S24_2766,Signal Gift Stores            ,7025551838      ,8489 Strong St.                         ,Las Vegas     ,NV        ,83030   ,USA          ,King      ,Sue      
10368,40,100,4107.2,1/19/2005 0:00 ,Shipped   ,1,1,2005,Classic Cars,S24_2766,Mini Gifts Distributors Ltd.  ,4155551450      ,5677 Strong St.                         ,San Rafael    ,CA        ,97562   ,USA          ,Nelson    ,Valarie  
10380,36,37.5,1350,2/16/2005 0:00 ,Shipped   ,1,2,2005,Classic Cars,S24_2766,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10407,76,94.5,7182,4/22/2005 0:00 ,On Hold   ,2,4,2005,Classic Cars,S24_2766,The Sharp Gifts Warehouse     ,4085553659      ,3086 Ingle Ln.                          ,San Jose      ,CA        ,94217   ,USA          ,Frick     ,Sue      
10420,39,100,3933.9,5/29/2005 0:00 ,In Process,2,5,2005,Classic Cars,S24_2766,Souveniers And Things Co.     ,+61 2 9495 8555 ,"Monitor Money Building, 815 Pacific Hwy ",Chatswood     ,NSW       ,2067    ,Australia    ,Huxley    ,Adrian   
10104,44,39.6,1742.4,1/31/2003 0:00 ,Shipped   ,1,1,2003,Classic Cars,S24_2840,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10114,24,30.1,721.4,4/1/2003 0:00  ,Shipped   ,2,4,2003,Classic Cars,S24_2840,"La Corne D'abondance, Co.     ",(1) 42.34.2555  ,"265, boulevard Charonne                 ",Paris         ,,75012   ,France       ,Bertrand  ,Marie    
10127,39,38.2,1489.4,6/3/2003 0:00  ,Shipped   ,2,6,2003,Classic Cars,S24_2840,Muscle Machine Inc            ,2125557413      ,4092 Furth Circle                       ,NYC           ,NY        ,10022   ,USA          ,Young     ,Jeff     
10141,21,42.4,891,8/1/2003 0:00  ,Shipped   ,3,8,2003,Classic Cars,S24_2840,Suominen Souveniers           ,+358 9 8045 555 ,"Software Engineering Center, SEC Oy     ",Espoo         ,,FIN-0227,Finland      ,Suominen  ,Kalle    
10151,30,40.3,1209.3,9/21/2003 0:00 ,Shipped   ,3,9,2003,Classic Cars,S24_2840,"Oulu Toy Supplies, Inc.       ",981-443655      ,Torikatu 38                             ,Oulu          ,,90110   ,Finland      ,Koskitalo ,Pirkko   
10165,27,31.8,859.1,10/22/2003 0:00,Shipped   ,4,10,2003,Classic Cars,S24_2840,"Dragon Souveniers, Ltd.       ",+65 221 7555    ,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye    ",Singapore     ,,079903  ,Singapore    ,Natividad ,Eric     
10175,37,31.1,1151.4,11/6/2003 0:00 ,Shipped   ,4,11,2003,Classic Cars,S24_2840,"Stylish Desk Decors, Co.      ",(171) 555-0297  ,35 King George                          ,London        ,,WX3 6FW ,UK           ,Brown     ,Ann      
10184,42,31.8,1336.4,11/14/2003 0:00,Shipped   ,4,11,2003,Classic Cars,S24_2840,"Iberia Gift Imports, Corp.    ",(95) 555 82 82  ,"C/ Romero, 33                           ",Sevilla       ,,41101   ,Spain        ,Roel      ,Jos� Pedr
10195,32,28.3,905.3,11/25/2003 0:00,Shipped   ,4,11,2003,Classic Cars,S24_2840,Mini Classics                 ,9145554562      ,3758 North Pendale Street               ,White Plains  ,NY        ,24067   ,USA          ,Frick     ,Steve    
10207,42,29.7,1247.4,12/9/2003 0:00 ,Shipped   ,4,12,2003,Classic Cars,S24_2840,Diecast Collectables          ,6175552555      ,6251 Ingle Ln.                          ,Boston        ,MA        ,51003   ,USA          ,Franco    ,Valarie  
10219,21,40.3,846.5,2/10/2004 0:00 ,Shipped   ,1,2,2004,Classic Cars,S24_2840,Signal Collectibles Ltd.      ,4155554312      ,2793 Furth Circle                       ,Brisbane      ,CA        ,94217   ,USA          ,Taylor    ,Sue      
10229,33,32.9,1085,3/11/2004 0:00 ,Shipped   ,1,3,2004,Classic Cars,S24_2840,Mini Gifts Distributors Ltd.  ,4155551450      ,5677 Strong St.                         ,San Rafael    ,CA        ,97562   ,USA          ,Nelson    ,Valarie  
10246,49,36.1,1767.4,5/5/2004 0:00  ,Shipped   ,2,5,2004,Classic Cars,S24_2840,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10259,31,33.2,1030.4,6/15/2004 0:00 ,Shipped   ,2,6,2004,Classic Cars,S24_2840,Handji Gifts& Co              ,+65 224 1555    ,Village Close - 106 Linden Road Sandown ,Singapore     ,,069045  ,Singapore    ,Victorino ,Wendy    
10271,38,41.7,1585.4,7/20/2004 0:00 ,Shipped   ,3,7,2004,Classic Cars,S24_2840,Mini Gifts Distributors Ltd.  ,4155551450      ,5677 Strong St.                         ,San Rafael    ,CA        ,97562   ,USA          ,Nelson    ,Valarie  
10281,20,40.7,813.2,8/19/2004 0:00 ,Shipped   ,3,8,2004,Classic Cars,S24_2840,Diecast Classics Inc.         ,2155551555      ,7586 Pompton St.                        ,Allentown     ,PA        ,70267   ,USA          ,Yu        ,Kyung    
10292,39,30.1,1172.3,9/8/2004 0:00  ,Shipped   ,3,9,2004,Classic Cars,S24_2840,Land of Toys Inc.             ,2125557818      ,897 Long Airport Avenue                 ,NYC           ,NY        ,10022   ,USA          ,Yu        ,Kwai     
10305,48,31.5,1510.6,10/13/2004 0:00,Shipped   ,4,10,2004,Classic Cars,S24_2840,Marta's Replicas Co.          ,6175558555      ,39323 Spinnaker Dr.                     ,Cambridge     ,MA        ,51247   ,USA          ,Hernandez ,Marta    
10314,39,37.1,1448.1,10/22/2004 0:00,Shipped   ,4,10,2004,Classic Cars,S24_2840,Heintze Collectables          ,86 21 3555      ,Smagsloget 45                           ,?rhus         ,,8200    ,Denmark      ,Ibsen     ,Palle    
10324,30,100,3338.1,11/5/2004 0:00 ,Shipped   ,4,11,2004,Classic Cars,S24_2840,Vitachrome Inc.               ,2125551500      ,2678 Kingston Rd.                       ,NYC           ,NY        ,10022   ,USA          ,Frick     ,Michael  
10335,33,37.1,1225.3,11/19/2004 0:00,Shipped   ,4,11,2004,Classic Cars,S24_2840,Mini Gifts Distributors Ltd.  ,4155551450      ,5677 Strong St.                         ,San Rafael    ,CA        ,97562   ,USA          ,Nelson    ,Valarie  
10349,36,37.1,1336.7,12/1/2004 0:00 ,Shipped   ,4,12,2004,Classic Cars,S24_2840,Muscle Machine Inc            ,2125557413      ,4092 Furth Circle                       ,NYC           ,NY        ,10022   ,USA          ,Young     ,Jeff     
10358,36,82.9,2985.8,12/10/2004 0:00,Shipped   ,4,12,2004,Classic Cars,S24_2840,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10371,45,100,5545.8,1/23/2005 0:00 ,Shipped   ,1,1,2005,Classic Cars,S24_2840,Mini Gifts Distributors Ltd.  ,4155551450      ,5677 Strong St.                         ,San Rafael    ,CA        ,97562   ,USA          ,Nelson    ,Valarie  
10383,40,100,6089.6,2/22/2005 0:00 ,Shipped   ,1,2,2005,Classic Cars,S24_2840,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10394,46,38.9,1789.4,3/15/2005 0:00 ,Shipped   ,1,3,2005,Classic Cars,S24_2840,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10412,30,36.1,1082.1,5/3/2005 0:00  ,Shipped   ,2,5,2005,Classic Cars,S24_2840,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10425,31,33.2,1030.4,5/31/2005 0:00 ,In Process,2,5,2005,Classic Cars,S24_2840,La Rochelle Gifts             ,40.67.8555      ,"67, rue des Cinquante Otages            ",Nantes        ,,44000   ,France       ,Labrune   ,Janine   
10106,49,74.7,3659.3,2/17/2003 0:00 ,Shipped   ,1,2,2003,Planes      ,S24_2841,Rovelli Gifts                 ,035-640555      ,Via Ludovico il Moro 22                 ,Bergamo       ,,24100   ,Italy        ,Rovelli   ,Giovanni 
10119,41,59.6,2443.6,4/28/2003 0:00 ,Shipped   ,2,4,2003,Planes      ,S24_2841,Salzburg Collectables         ,6562-9555       ,Geislweg 14                             ,Salzburg      ,,5020    ,Austria      ,Pipps     ,Georg    
10131,35,67.1,2349.9,6/16/2003 0:00 ,Shipped   ,2,6,2003,Planes      ,S24_2841,Gift Ideas Corp.              ,2035554407      ,2440 Pompton St.                        ,Glendale      ,CT        ,97561   ,USA          ,Lewis     ,Dan      
10143,27,61,1646.2,8/10/2003 0:00 ,Shipped   ,3,8,2003,Planes      ,S24_2841,Mini Creations Ltd.           ,5085559555      ,4575 Hillside Dr.                       ,New Bedford   ,MA        ,50553   ,USA          ,Tam       ,Wing C   
10155,23,72.6,1670.3,10/6/2003 0:00 ,Shipped   ,4,10,2003,Planes      ,S24_2841,"Toys of Finland, Co.          ",90-224 8555     ,Keskuskatu 45                           ,Helsinki      ,,21240   ,Finland      ,Karttunen ,Matti    
10167,21,69.9,1467.5,10/23/2003 0:00,Cancelled ,4,10,2003,Planes      ,S24_2841,Scandinavian Gift Ideas       ,0695-34 6555    ,?kergatan 24                            ,Br„cke        ,,S-844 67,Sweden       ,Larsson   ,Maria    
10178,34,80.8,2748.6,11/8/2003 0:00 ,Shipped   ,4,11,2003,Planes      ,S24_2841,Alpha Cognac                  ,61.77.6555      ,1 rue Alsace-Lorraine                   ,Toulouse      ,,31000   ,France       ,Roulet    ,Annette  
10186,22,69.2,1522.4,11/14/2003 0:00,Shipped   ,4,11,2003,Planes      ,S24_2841,"Double Decker Gift Stores, Ltd",(171) 555-7555  ,120 Hanover Sq.                         ,London        ,,WA1 1DP ,UK           ,Hardy     ,Thomas   
10198,48,67.8,3255.4,11/27/2003 0:00,Shipped   ,4,11,2003,Planes      ,S24_2841,Cruz & Sons Co.               ,+63 2 555 3587  ,15 McCallum Street - NatWest Center #13-,Makati City   ,,1227 MM ,Philippines  ,Cruz      ,Arnold   
10209,43,82.2,3535,1/9/2004 0:00  ,Shipped   ,1,1,2004,Planes      ,S24_2841,"Men 'R' US Retailers, Ltd.    ",2155554369      ,6047 Douglas Av.                        ,Los Angeles   ,CA        ,,USA          ,Chandler  ,Michael  
10222,32,81.5,2609,2/19/2004 0:00 ,Shipped   ,1,2,2004,Planes      ,S24_2841,Collectable Mini Designs Co.  ,7605558146      ,361 Furth Circle                        ,San Diego     ,CA        ,91217   ,USA          ,Thompson  ,Valarie  
10249,20,67.8,1356.4,5/8/2004 0:00  ,Shipped   ,2,5,2004,Planes      ,S24_2841,Cambridge Collectables Co.    ,6175555555      ,4658 Baden Av.                          ,Cambridge     ,MA        ,51247   ,USA          ,Tseng     ,Kyung    
10262,24,67.1,1611.4,6/24/2004 0:00 ,Cancelled ,2,6,2004,Planes      ,S24_2841,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10274,40,65.1,2603.2,7/21/2004 0:00 ,Shipped   ,3,7,2004,Planes      ,S24_2841,Collectables For Less Inc.    ,6175558555      ,7825 Douglas Av.                        ,Brickhaven    ,MA        ,58339   ,USA          ,Nelson    ,Allen    
10284,30,74,2219.7,8/21/2004 0:00 ,Shipped   ,3,8,2004,Planes      ,S24_2841,"Norway Gifts By Mail, Co.     ",+47 2212 1555   ,"Drammensveien 126 A, PB 744 Sentrum     ",Oslo          ,,N 0106  ,Norway       ,Klaeboe   ,Jan      
10296,21,71.2,1496.2,9/15/2004 0:00 ,Shipped   ,3,9,2004,Planes      ,S24_2841,"Bavarian Collectables Imports,",+49 89 61 08 955,Hansastr. 15                            ,Munich        ,,80686   ,Germany      ,Donnermeye,Michael  
10307,25,75.4,1884,10/14/2004 0:00,Shipped   ,4,10,2004,Planes      ,S24_2841,"Classic Gift Ideas, Inc       ",2155554695      ,782 First Street                        ,Philadelphia  ,PA        ,71270   ,USA          ,Cervantes ,Francisca
10316,34,63.7,2166.1,11/1/2004 0:00 ,Shipped   ,4,11,2004,Planes      ,S24_2841,giftsbymail.co.uk             ,(198) 555-8888  ,Garden House Crowther Way               ,Cowes         ,Isle of Wi,PO31 7PJ,UK           ,Bennett   ,Helen    
10328,48,58.9,2828.2,11/12/2004 0:00,Shipped   ,4,11,2004,Planes      ,S24_2841,Rovelli Gifts                 ,035-640555      ,Via Ludovico il Moro 22                 ,Bergamo       ,,24100   ,Italy        ,Rovelli   ,Giovanni 
10339,55,100,6214.4,11/23/2004 0:00,Shipped   ,4,11,2004,Planes      ,S24_2841,"Tokyo Collectables, Ltd       ",+81 3 3584 0555 ,2-2-8 Roppongi                          ,Minato-ku     ,Tokyo     ,106-0032,Japan        ,Shimamura ,Akiko    
10351,25,74.7,1867,12/3/2004 0:00 ,Shipped   ,4,12,2004,Planes      ,S24_2841,"Stylish Desk Decors, Co.      ",(171) 555-0297  ,35 King George                          ,London        ,,WX3 6FW ,UK           ,Brown     ,Ann      
10373,38,70.4,2676.7,1/31/2005 0:00 ,Shipped   ,1,1,2005,Planes      ,S24_2841,"Oulu Toy Supplies, Inc.       ",981-443655      ,Torikatu 38                             ,Oulu          ,,90110   ,Finland      ,Koskitalo ,Pirkko   
10386,39,56,2182.4,3/1/2005 0:00  ,Resolved  ,1,3,2005,Planes      ,S24_2841,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
